ID,AT,V,AP,RH,EP
2000,26.9,60.93,1007.1,67.32,435.87
2001,24.98,60.32,1015.63,57.19,444.67
2002,22.24,60.07,1015.93,62.25,446.14
2003,19.92,48.98,1014.32,64.99,455.57
2004,34.51,73.03,1013.73,39.42,439.8
2005,20.29,63.09,1019.03,76.07,448.22
2006,19.05,67.32,1013.2,83.14,447.47
2007,20.3,59.8,1015.24,78.75,453.29
2008,16.07,44.58,1019.52,67.95,471.36
2009,14.01,38.91,1015.86,69.24,470.1
2010,24.56,71.94,1006.81,89.59,437.97
2011,15.8,53.82,1015.87,68.48,463.09
2012,31.31,67.48,1009.71,57.06,440.38
2013,33.95,80.18,1010.3,56.69,432.22
2014,12.19,40.23,1017.45,82.07,474.91
2015,30.07,69.82,1010.39,57.53,437.38
2016,14.87,42.77,1017.94,75.06,462.03
2017,24.67,68.14,1004.96,58.15,438.4
2018,21.98,59.39,1015.25,84.52,446.79
2019,12.41,41.44,1015.46,76.9,472.06
2020,28.32,71.64,1004.73,72.71,436.31
2021,19.43,52.9,1017.16,67.41,458.46
2022,14.26,42.32,1016,77.43,463.71
2023,9.35,44.03,1011.02,88.11,476.25
2024,11.42,41.38,1021.98,60.19,479.23
2025,20.25,57.76,1016.28,77.76,452.66
2026,22.19,48.78,1017.84,76.01,446.51
2027,21.75,58.79,1012.42,87.58,447.58
2028,7.1,35.77,1015.39,92.1,480.36
2029,30.38,74.16,1007.44,74.77,432.84
2030,27.24,66.75,1017.78,69.6,433.65
2031,14.41,46.18,1016.25,88.88,462.49
2032,26.89,49.16,1003.84,41.22,442.39
2033,7.29,39.37,1019.24,73.46,478.19
2034,24.32,66.25,1009.09,91.89,444.93
2035,20.56,64.45,1012.24,53.09,458.97
2036,16.9,44.88,1018.14,72.21,466.8
2037,12.06,52.72,1024.53,80.05,467.21
2038,10.35,44.2,1018.46,88.6,478.36
2039,26.18,52.36,1013.46,56.65,453.54
2040,6.05,42.85,1013.09,91.88,485.02
2041,24.97,58.95,1017.19,56.24,440.03
2042,25.73,66.54,1010.07,55.97,437.07
2043,18.18,44.63,1020.41,48.64,455.57
2044,30.35,69.51,1009.95,39.24,430.07
2045,3.69,38.44,1016.74,82.87,490.78
2046,10.09,41.62,1015.21,96.56,463.86
2047,20.4,57.85,1011.14,92.47,450.07
2048,18.75,44.9,1007.99,75.76,452.77
2049,25.81,66.51,1016.53,62.19,437.57
2050,26.23,63.56,1013.57,65.81,440.8
2051,20.15,65.59,1014.62,79.39,449.84
2052,10.02,38.18,1017.43,68.4,476.83
2053,26.71,70.4,1007.59,82.63,432.64
2054,14.31,40.78,1024.3,76.41,463.54
2055,22.32,69.48,1011.1,77.86,439.49
2056,14.03,44.88,1019.6,57.63,465.51
2057,23.1,51.3,1011.93,80.05,452.17
2058,14.38,40.71,1023.46,66.12,473.41
2059,20.98,42.23,1012.9,70.7,462.27
2060,26.06,64.05,1012,84.05,442.24
2061,13.1,49.83,1007.29,92.79,466.08
2062,18.27,51.43,1010.38,88.39,460.41
2063,26.13,47.93,1002.81,66.19,441.28
2064,4.95,42.07,1004.87,80.88,485.67
2065,29.85,68.24,1007.01,30.99,433.43
2066,27.94,69.84,1003.11,70.47,428.67
2067,23.79,58.49,1011,75.39,445.87
2068,10.6,41.46,1021.23,89.02,481.3
2069,18.34,62.1,1020.52,78.6,453.01
2070,14.43,35.85,1021.99,78.25,464.6
2071,27.59,59.21,1012.93,51.46,437.49
2072,13.82,41.62,1011.48,77.66,454.88
2073,12.54,44.03,1007.05,84.03,471.86
2074,9.43,41.4,1028.81,85.83,475.8
2075,18.85,67.32,1012.91,82.37,446.7
2076,25.78,47.93,1003.67,67.23,442.46
2077,14.14,43.34,1017.1,81.77,464.36
2078,26.31,63.77,1014.15,69.36,440.1
2079,27.5,65.34,1014.93,47.46,439.59
2080,25.42,74.22,1009.04,88.55,433.97
2081,14.73,54.3,1016.75,67.13,463.63
2082,6.67,39.37,1019.99,75.61,486.84
2083,31.25,68.94,1005.99,49.61,434.51
2084,30.27,64.05,1011.93,65.72,438.68
2085,24.45,65.12,1015.92,57.19,445.01
2086,23.07,57.17,1009.84,76.8,444.08
2087,15.64,44.21,1020.17,83.28,462.42
2088,11.02,41.26,1020.69,92.13,471.93
2089,7.29,40.96,1023.01,90.78,488.65
2090,13.86,41.58,1020.69,70.74,461.56
2091,13.17,38.91,1016.55,74.47,470.63
2092,17.76,40.55,1002.82,73.77,461.8
2093,26.78,52.3,1008.52,61.23,441.21
2094,3.51,35.47,1017.53,86.56,489.07
2095,20.04,48.92,1011.14,68.92,447.89
2096,19.13,66.86,1012.95,71.24,453.31
2097,23.5,59.21,1018.29,63,443.31
2098,16.58,41.79,1006.24,72.95,452.95
2099,12.24,34.03,1018.44,69.27,474.18
2100,23.56,42.67,1008.01,66.76,440.69
2101,8.2,41.14,1025.24,96.26,474.04
2102,15.83,52.75,1024.3,58.34,458.6
2103,28.54,76.86,1000.09,74.67,433.35
2104,18.6,41.67,1013.07,64.23,458.91
2105,5.35,35.57,1027.12,80.81,488.65
2106,15.99,39.63,1006.09,89.92,464.95
2107,27.62,68.27,1008.04,63.04,427.67
2108,12.57,41.66,1009.11,70.74,475.61
2109,18.85,44.63,1009.06,84.75,456.72
2110,16.58,45.87,1009.66,97.59,457.8
2111,20.21,69.94,1009.33,83.96,447.06
2112,11.86,40.27,1008.06,72.91,474.57
2113,25.4,65.34,1013.11,53.93,445.82
2114,13.42,40.35,1011.2,77,472.57
2115,24.42,62.66,1007.65,71.57,443.09
2116,31.16,69.88,1007.01,68.28,433.24
2117,31.53,70.94,1007.11,50.04,431.84
2118,24.32,59.14,1017.46,80.14,438.08
2119,23.73,61.02,1009.71,78.7,442.22
2120,28.25,57.19,1007.99,67.9,436.99
2121,18.14,67.71,1003.82,95.69,442.45
2122,15.76,44.89,1010.33,85.06,459.67
2123,35.1,68.27,1006.96,43.51,426.3
2124,22.67,62.52,1016.47,65.63,449.34
2125,20.71,58.18,1007.63,98.44,447.06
2126,7.1,41.74,1022.25,91.07,484.12
2127,15.37,43.67,1011.9,91.48,468.23
2128,13.82,40.2,1013.19,90.11,466.99
2129,14.73,40.35,1011.15,65.2,470.03
2130,10.82,42.02,996.03,99.34,475.46
2131,28.3,64.33,1011.23,68.88,441.51
2132,3.85,35.47,1016.78,85.31,489.78
2133,13.95,40.2,1013.18,90.77,464.79
2134,9.68,39.61,1015.63,74.5,475.02
2135,30.98,69.82,1009.17,50.63,438.44
2136,29.79,77.17,1009.68,64,432.84
2137,23.56,73.67,1007.13,87.1,439.27
2138,25.08,51.43,1011.8,71.98,446.67
2139,14.08,41.93,1023.02,59.41,475.15
2140,30.95,73.06,1008.86,74.86,431.77
2141,8.22,40.77,1009.11,95.61,480.38
2142,30.42,67.69,1006.23,54.19,430.9
2143,28.27,66.56,1007.36,55.99,433.52
2144,9.26,39.61,1021.18,84.58,480.38
2145,12.74,41.38,1021.92,56.67,475.63
2146,18.55,41.1,1002.02,65.16,459.97
2147,17.32,42.24,1017.35,62.96,472.33
2148,33.01,68.67,1005.2,51.41,433.94
2149,8.85,40.43,1025.68,80.42,491.81
2150,16.37,36.99,1006.37,90.11,463.76
2151,17.1,49.69,1005.53,81.82,457.32
2152,31.94,74.99,1002.05,34.12,440.17
2153,12.63,48.04,1013,100.13,464.6
2154,14.54,41.17,1015.15,67.78,470.19
2155,12.47,38.25,1012.74,82.89,469.56
2156,20.36,56.53,1020.25,72.96,455.34
2157,15.2,39,1016.1,72.76,463.88
2158,20.88,47.45,1007.5,76.21,449.34
2159,11.46,44.85,1014.3,63.24,475.33
2160,5.79,39.61,1021.64,85.41,489.6
2161,15.6,44.68,1018.35,85.91,463.82
2162,21.84,59.07,1008.84,96.5,448.61
2163,30.03,67.9,1006.22,52.61,426.13
2164,8.52,38.5,1013.16,64.06,482.96
2165,21.04,45.09,1014.19,40.62,450.92
2166,30.64,74.87,1009.44,59.01,437.43
2167,14,41.78,1010.96,48.37,465.62
2168,2.34,39.42,1028.47,69.68,490.34
2169,7.91,39.96,1023.57,88.44,475.52
2170,29.45,69.13,1009.3,52.97,432.04
2171,21.69,42.23,1013.05,67.55,461.56
2172,9.82,39.64,1010.79,69.22,477.93
2173,10.61,41.58,1021.08,93.06,465.15
2174,10.72,41.17,1019.68,60.71,479.21
2175,11.27,40.62,1017.03,61.94,471.26
2176,8.54,38.08,1019.75,71.24,478.31
2177,29.45,68.27,1007.96,61.63,432.96
2178,23.96,58.33,1013.37,59.97,446.01
2179,24.96,74.99,1008.25,80.52,440.91
2180,20.08,49.69,1008.34,69.88,453.54
2181,18.4,43.96,1012.4,77.81,464.63
2182,23.08,61.86,1013.44,84.64,441.44
2183,27.99,71.58,1010.68,68.99,435.99
2184,27.16,71.32,1007.81,89.07,430.53
2185,29.56,71.14,1011.42,53.18,432.09
2186,29.38,73.42,1011.49,54.96,445.42
2187,12.5,41.38,1021.87,57.59,474.4
2188,27.19,64.96,1006.71,73.99,428.79
2189,13.76,45.08,1023.77,80.48,469.74
2190,33.76,68.51,1011.33,38.35,429.83
2191,18.37,58.96,1015.5,67.79,460.25
2192,20.61,62.91,1013.24,79.54,446.53
2193,10.8,41.66,1013.79,81.96,475.51
2194,22.19,58.49,1010.91,77.03,449.4
2195,10.12,40,1021.15,91.67,479.62
2196,7.94,42.02,1006.22,90.97,480.53
2197,14.98,39.58,1011.78,75.07,467.77
2198,9,36.3,1027.11,75.89,480.31
2199,10.1,41.79,1019.36,78.07,474.09
2200,10.77,41.46,1021.42,87.18,479.22
2201,15.15,41.35,1006.3,86.16,468.64
2202,14.96,39.31,1010.52,71.28,461.97
2203,18.61,44.06,1016.91,75.01,452.68
2204,14.77,49.15,1020.56,80.27,467.72
2205,9.97,39.99,1010.09,95,477.31
2206,13.78,43.22,1011.31,69.7,463.71
2207,32.32,67.9,1006.08,37.93,428.12
2208,29,70.72,1009.51,67.72,437.55
2209,16.52,43.7,1015.08,58.36,466.73
2210,22.58,58.12,1014.88,80.59,448.32
2211,27.73,67.69,1007.47,59.42,431.72
2212,22.71,59.43,1005.68,83.52,441.24
2213,26.07,69.23,1013.32,54.03,436.94
2214,8,34.03,1018.98,78.67,487.17
2215,32.84,68.14,1003.59,43.88,425.18
2216,11.37,39.16,1016.54,87.05,480.54
2217,18.87,52.08,1005.25,99.19,449.61
2218,12.04,40.78,1025.21,85.97,463.51
2219,22.88,50.23,1016.11,63.77,458.08
2220,18.8,44.71,1016.56,31.29,459.85
2221,6.69,43.65,1020.14,69.55,482.57
2222,24.98,58.98,1010.34,78.56,441.33
2223,27.35,77.95,1012.14,74.14,431.72
2224,22.88,65.48,1017.33,66.26,447.14
2225,13.54,40.69,1015.85,77.55,471.05
2226,12.68,40.73,1017.66,92.08,465.94
2227,20.39,64.15,1021.31,62.35,457.37
2228,28.99,54.2,1012.79,41.9,442.6
2229,9.26,40.78,1023.61,88.48,471.79
2230,10.98,37.5,1011.12,97.51,472.34
2231,18.87,44.06,1013.42,68.78,451.4
2232,14.66,40.89,1009.72,91.56,465.73
2233,13.93,39.64,1011.8,82.64,470.84
2234,22.02,46.93,1014.32,55.92,451.92
2235,14.22,45.01,1014.17,70.14,464.06
2236,14.72,41.23,997.91,82.69,467.11
2237,8.63,43.79,1016.08,83.25,483.91
2238,32.35,77.95,1014.76,60.88,432.72
2239,26.02,68.67,1006.73,75.19,440.12
2240,20.03,62.26,1012.15,82.54,447.4
2241,23.39,71.25,1005.22,93.7,435.68
2242,26.35,49.5,1012.67,41.34,458.41
2243,26.16,63.76,1010.03,68.77,437.24
2244,12.75,39.58,1010.8,77.31,473.46
2245,27.52,69.68,1011.67,56.94,444.83
2246,20.79,50.59,1017.75,73.35,456.01
2247,25.59,61.08,1013.19,77.28,443.91
2248,8.27,35.76,1020.11,75.25,480.8
2249,18.55,46.48,1007.34,80.67,452.37
2250,10.55,41.92,1030,91.23,470.95
2251,13.09,43.02,1013.17,46.73,470.14
2252,26.31,72.39,1001.16,88.43,434.53
2253,8.01,40.02,1031.33,85.01,477.84
2254,11.22,41.66,1008.96,72.38,477.53
2255,12.53,43.56,1014.8,74.05,469.23
2256,12.74,41.5,1012.94,86.28,469.92
2257,25.92,60.95,1014.62,48.46,442.84
2258,5.71,40.77,1022.49,87.9,487.48
2259,23.15,69.48,1011.07,85.83,436.16
2260,31.03,69.98,1011.33,52.16,436.13
2261,8.57,40.23,1017.53,90.46,484.17
2262,17.68,39.08,1002.77,74.24,454.18
2263,6.76,36.25,1028.31,91.16,484.36
2264,10.12,43.72,1011.33,97.62,473.05
2265,7.79,43.13,1019.67,85.35,484.42
2266,14.09,44.47,1029.08,72.36,466.53
2267,26.79,62.44,1011.51,72.46,440.55
2268,20.34,46.63,1013.16,79.08,453.62
2269,19.44,39.53,1006.99,63.18,457.09
2270,26.63,74.22,1007.44,78.5,434.25
2271,10.14,42.02,1003.19,96.51,472.17
2272,21.93,58.96,1014.23,58.58,453.42
2273,25.52,69.75,1010.36,90.06,435.12
2274,28.68,61.86,1011.78,62.67,440.57
2275,10.05,41.17,1018.98,83.71,481.38
2276,27.29,71.32,1006.39,81.59,435.25
2277,8.74,36.3,1015.18,61.97,438.63
2278,23.03,54.42,1014.42,74.98,453.77
2279,16.65,56.89,1013.52,87.44,452.52
2280,28.86,49.3,1003.93,52.85,435.75
2281,24.87,58.33,1013.76,54.55,440.79
2282,19.73,68.63,1012.41,74.12,450.26
2283,23.53,72.24,1010.84,94.33,436.69
2284,18.76,58.79,1016.66,88.22,453.44
2285,20.27,57.76,1016.66,75.76,450.71
2286,9.81,71.14,1019.43,87.93,469.64
2287,22.17,70.47,1011.07,82.57,441.14
2288,27.11,66.49,1013.71,39.28,435.79
2289,24.24,68.3,1018.03,81.51,437.12
2290,9.34,38.08,1019.56,67.74,482.06
2291,22.28,58.86,1014.08,66.47,446.55
2292,21.82,65.27,1013.86,72.81,447.43
2293,20.73,59.87,1019.08,80.48,445.18
2294,18.16,43.72,1008.64,75.22,454.98
2295,11.52,40.75,1016.23,85.18,477.19
2296,16.5,39.72,1003.05,65.99,459.06
2297,9.33,44.03,1011.73,86.04,474.15
2298,7.81,40.71,1023.32,82.08,475.46
2299,23.23,56.89,1012.87,75.43,441.85
2300,23.27,64.69,1006.84,70.53,438.08
2301,10.38,41.01,1020.8,94.26,465.9
2302,21.43,60.95,1015.27,75.49,449.12
2303,13.65,41.58,1020.56,72.17,460.8
2304,9.68,41.48,1018.24,71.04,473.31
2305,25.76,74.87,1010.18,65.15,443.7
2306,10.95,40.22,1010.04,78.96,477.23
2307,18.81,52.08,1004.43,99.6,450.87
2308,13.86,37.85,1011.4,89.7,469.94
2309,14.41,43.13,1016.32,59.55,467.46
2310,6.63,39.42,1024.81,72.58,482.02
2311,7.84,43.52,1022.23,96.51,483.79
2312,25.02,59.92,1009.9,76.27,436.64
2313,28.93,74.78,1009.48,56.4,437.34
2314,16.53,46.18,1010.2,95.42,458.67
2315,20.76,59.21,1017.94,80.84,447.67
2316,19.7,54.42,1011.83,89.86,450.48
2317,27.2,49.16,1005.33,46.73,440.57
2318,30.47,70.02,1009.65,62.03,435.72
2319,24.33,46.93,1013.72,48.27,447.43
2320,31.95,70.79,1003.8,55.25,426.37
2321,11.8,43.99,1020.86,98.44,466.75
2322,28.95,73.4,1011.33,55.14,440.67
2323,7.04,41.74,1021.91,88.55,488.99
2324,22.56,70.79,1005.85,93.09,435.14
2325,8.22,41.82,1032.77,71.63,477.86
2326,27.35,69.48,1008.51,65.81,432.31
2327,11.56,41.62,1012.5,91.42,460.6
2328,30.2,74.34,1004.17,74.77,431.77
2329,11.36,41.48,1012.8,76.16,465.37
2330,27.37,65.06,1013.09,50.92,440.5
2331,18.52,58.41,1013.77,99.89,446.68
2332,11.42,40.35,1011.55,82.71,478.7
2333,18.86,46.48,1007.28,78.47,452
2334,16.4,44.9,1009.22,82.31,456.11
2335,9.43,41.4,1028.03,84.98,474.16
2336,24.88,63.91,1009.41,77.75,447.28
2337,17.59,65.48,1018.96,81.34,454.51
2338,17.36,52.9,1015.42,69.97,458.66
2339,14.48,46.18,1015.83,92.15,462.3
2340,10.31,42.49,1009.43,78.36,479.64
2341,4.93,38.44,1015.65,71.47,485.01
2342,19.73,69.51,1013.14,61.84,450.99
2343,14.97,42.28,1007.31,79.25,466.62
2344,26.2,63.56,1013.39,67.07,442.4
2345,20.27,63.09,1016.6,90.7,446.75
2346,13.62,40.2,1014.2,85.05,465.74
2347,19.4,64.63,1020.38,81.1,453.84
2348,10.74,41.46,1016.76,84.59,479.94
2349,13.12,44.21,1019.57,89.29,469.09
2350,20.21,54.9,1016.82,66.56,454.23
2351,8.39,52.72,1026.06,86.76,473.45
2352,14.3,53.82,1016.64,63.9,465.42
2353,13.73,50.59,1020.44,85.54,459.6
2354,20,63.31,1017.06,63.1,449.68
2355,32.34,74.99,1002.77,42.83,433.07
2356,24.13,48.98,1014.74,40.13,460.38
2357,18.36,51.43,1010.57,90.17,459.8
2358,20.37,60.08,1017.44,76.33,454.47
2359,28.72,76.86,999.31,71.74,431.74
2360,30.46,66.75,1017.81,54.48,432.45
2361,10.23,42.07,1017.93,91.1,475.14
2362,19.22,62.1,1019.43,79.19,451.8
2363,31.18,77.95,1014.89,65.62,431.58
2364,23.37,70.94,1008.01,81.28,441.56
2365,30.55,70.04,1010.51,49.37,429.56
2366,12.14,44.85,1014.36,60.04,476.68
2367,14.12,39.52,1016.79,75.89,472.32
2368,15.75,47.45,1009.86,86.68,451.5
2369,23.57,67.9,1006.08,70.12,446.72
2370,23.17,62.39,1008.04,89.42,439.29
2371,16.63,53.82,1015.18,66.09,458.29
2372,31.23,66.75,1017.48,36.55,433.9
2373,25.42,73.17,1012.29,85.86,437.06
2374,23.46,72.43,1008,90.55,435.36
2375,12.9,44.63,1020.72,89.51,467.41
2376,26.53,54.2,1012.9,66.73,439.96
2377,30.69,71.98,1004.53,65.86,430.33
2378,17.75,55.5,1020.15,81.26,459.43
2379,27.28,72.58,1009.21,89.96,431.27
2380,28.82,64.79,1016.74,56.34,445.1
2381,29.28,77.17,1009.4,76.3,433.14
2382,26.12,75.6,1017.41,72.31,439.68
2383,29.97,73.06,1009.41,78.26,430.37
2384,20.03,60.77,1017.23,87.82,449.31
2385,11.57,41.54,1020.13,69.14,476.89
2386,14.85,45.01,1013.12,85.53,460.19
2387,25.28,67.69,1009.05,68.54,445.34
2388,8.88,39.66,1015.21,88.29,481.45
2389,30.31,70.36,1006.55,59.92,439.11
2390,13.4,40.89,1010.67,91.66,472.36
2391,18.68,59.14,1016.96,77.09,452.85
2392,27.77,63.87,1017.97,38.77,444.06
2393,13.38,40.89,1010.48,92.55,472.15
2394,25.79,59.43,1008.61,64.3,435.51
2395,23.82,48.92,1010.48,44.45,446.85
2396,10.41,41.01,1020.12,94.27,472.82
2397,32.81,71.32,1007.69,47.29,434.38
2398,8.05,40.62,1018.16,73.67,477.2
2399,28.16,71.94,1007.69,68.17,430.46
2400,16.27,44.21,1020.56,82.22,462.11
2401,20.68,42.04,1010.2,63.43,464.14
2402,19.09,42.44,1012.93,63.59,461.84
2403,22.54,51.95,1007.29,79.28,447.29
2404,22.95,63.94,1013.91,81.52,438.33
2405,30.75,71.22,1006.47,48.06,437.96
2406,24,58.05,1011.28,74.32,447.16
2407,27.54,68.27,1008.12,56.42,433
2408,27.6,69.34,1009.63,71.58,440.6
2409,13.56,42.34,1017.95,93.83,462.6
2410,23.99,58.62,1016.91,66.36,449.4
2411,5.79,38.68,1017.19,70.46,487.4
2412,19.08,44.63,1020.14,43.36,459.81
2413,15.28,48.14,1012.55,69.65,460.75
2414,25.35,66.56,1008.75,66.88,436.51
2415,22.57,63.94,1013.49,81.61,443.58
2416,13.77,43.13,1016.63,62.13,468.45
2417,8.04,41.92,1029.7,92.21,482.58
2418,18.11,43.43,1008.65,73.3,451.38
2419,26.99,72.99,1008,76.1,430.81
2420,30.04,67.25,1017.65,52.84,435.17
2421,5.33,39.33,1009.61,94.97,491.17
2422,13.86,35.71,1015.21,63.16,471.63
2423,7.36,41.01,1025.49,96.48,477.37
2424,9.58,38.08,1019.49,67.54,478.5
2425,33.75,64.96,1002.54,39.28,432.62
2426,6.49,43.65,1020.41,72.78,484.94
2427,19.36,44.6,1016.25,45.65,464.56
2428,14.72,40.83,1009.65,80.98,469.8
2429,22.66,63.73,1013.24,83.95,444.41
2430,24.64,58.79,1009.82,73.96,444.26
2431,20.94,44.78,1008.14,35.7,465.57
2432,19.09,39.39,1013.36,59.14,466.13
2433,26.87,69.23,1012.71,54.54,433.89
2434,20.2,50.9,1011.72,77.63,454.09
2435,27.16,56.85,1012.07,39.05,437.4
2436,11.64,40.1,1015.5,87.05,477.2
2437,15.49,54.3,1017.59,71.26,464.24
2438,12.42,41.58,1019.49,86.31,466.05
2439,12.12,40,1018.72,84.42,462.1
2440,13.21,40.03,1018.12,82.98,469.75
2441,23.45,69.04,1010.5,80.77,442.48
2442,22.1,68.12,1012.71,79.77,440.08
2443,14.74,44.47,1028.29,67.87,462.92
2444,27.89,68.12,1012.78,48.72,435.69
2445,25.68,67.79,1010.66,69.51,449.04
2446,23.99,45.87,1007.63,52.62,443.66
2447,14.84,42.03,1017.47,79.27,466.2
2448,15.46,44.6,1017.7,68.2,459.62
2449,27.09,49.3,1003.93,61,437.44
2450,26.13,71.25,999.8,88.47,430.6
2451,3.91,35.47,1016.92,86.03,488.67
2452,26.38,65.12,1016.1,47.57,441.07
2453,19.58,52.9,1017.46,64.64,458.28
2454,17.25,43.14,1018.34,76.17,462.8
2455,33.8,64.96,1004.88,49.37,427.28
2456,16.69,43.52,1021.78,80.87,460.51
2457,19.13,42.18,1001.45,98.77,456.04
2458,29.52,77.24,1008.55,76.24,433.82
2459,20.63,43.77,1010.71,62.34,448.25
2460,23.95,58.46,1017.5,68.46,440.75
2461,17.1,62.1,1020.39,93.63,453.4
2462,33.61,69.88,1007.4,42.51,435.99
2463,23.74,52.3,1008.88,76.34,444.4
2464,34.35,77.17,1009.26,59.33,437.65
2465,25.94,60.75,1007.22,64.76,439.46
2466,25.83,70.47,1006.24,81.83,434.45
2467,11.15,41.26,1022.67,81.83,473.57
2468,28.75,57.55,1004.77,57.55,435.33
2469,20.69,50.78,1008.71,91.95,447.58
2470,27.23,71.77,1006.59,77.94,427.39
2471,22.79,71.77,1005.75,90.91,435.53
2472,30.21,69.4,1003.69,62.89,438.18
2473,10.59,41.46,1016.87,85.7,480.83
2474,30.26,72.58,1007,65.51,425.71
2475,21.96,59.8,1016.72,72.6,452.48
2476,11.5,40.78,1023.91,86.31,467.74
2477,17.86,52.9,1015.71,67.99,457.42
2478,22.48,67.45,1014.77,63.9,445.55
2479,8.83,41.14,1025.37,94.36,474.51
2480,11.91,44.45,1021.39,84.49,466.52
2481,20.24,56.65,1020.72,62.9,455.49
2482,14.65,39.28,1014.04,77.98,470.41
2483,17.57,46.21,1014.09,80.81,453.29
2484,26.43,77.17,1008.67,92.59,431.26
2485,22.95,66.54,1004.53,88.06,434.41
2486,23.72,58.62,1016.32,71.17,447.13
2487,24.66,69.94,1006.56,60.91,432.68
2488,24.73,74.22,1010.15,79.83,436.55
2489,28.29,47.93,1002.6,53.23,437.13
2490,16.91,43.96,1013.32,79.87,465.86
2491,10.93,39.16,1016.54,90.56,479.83
2492,24.8,59.87,1018.79,60.79,441
2493,10.59,41.26,1008.1,98.27,474.76
2494,22.33,70.79,1006.02,93.35,436.74
2495,7.19,39.37,1019.67,70.77,480.4
2496,17.14,58.16,1018.59,77.22,458.61
2497,27.32,73.42,1012.07,86.3,432.74
2498,7.44,41.04,1021.84,88.56,479.08
2499,16.09,44.71,1017.86,42.74,464.95
2500,27.88,70.79,1005.06,72.5,429.62
2501,22.51,66.49,1014.59,63.03,453.08
2502,13.46,44.71,1014.51,50,474.6
2503,23.71,68.63,1014.54,46.04,449.41
2504,12.19,40.05,1014.77,84.39,473.92
2505,30.29,71.58,1010.01,54.03,434.27
2506,6.4,41.17,1019.54,85.37,488.82
2507,26.31,44.57,1007.51,52.6,452.73
2508,27.21,66.49,1013.57,40.11,439.04
2509,17.3,62.1,1020.28,88.06,450.83
2510,25.62,60.29,1017.81,51.24,444.94
2511,9.87,41.82,1033.04,68.57,475.58
2512,12.38,40.6,1013.86,85.35,472.53
2513,29.05,75.6,1017.63,51.16,439.14
2514,14.5,44.47,1028.2,66.95,465.15
2515,24.19,46.93,1013.4,49.39,446.3
2516,15.47,48.98,1016.42,89.85,457.55
2517,21.76,47.93,1005.34,86.28,444.77
2518,6.76,37.49,1011.66,80.91,484.85
2519,8.51,40.81,1015.54,83.16,481.02
2520,26.03,59.07,1007.3,82.52,440.6
2521,28.22,76.2,1006.11,62.17,437.62
2522,14.46,44.78,1007.64,67.03,459.31
2523,14.65,41.92,1030.61,63.07,464.95
2524,11.18,37.5,1013.32,74.32,472.02
2525,28.59,80.18,1011.36,89.18,431.55
2526,20.29,65.27,1013.17,74.94,445.52
2527,13.93,40.2,1013.41,89.86,466.47
2528,21.23,68.08,1012.82,74.57,445.41
2529,27.75,66.54,1010.21,46.37,437.58
2530,14.29,46.18,1017.01,87.29,464.73
2531,30.8,69.14,1007.68,63.78,433.62
2532,24.74,59.21,1012.18,74.2,440.36
2533,28.76,60.23,1010.03,58.24,437.42
2534,21.99,57.5,1015.87,80.72,446.96
2535,22.59,65.06,1014.36,62.44,444.6
2536,10.17,41.17,1018.58,87.72,478.04
2537,19.81,66.54,1013.88,80.09,449.07
2538,23.46,47.01,1014.41,69.19,457.76
2539,8.83,43.56,1014.9,81.55,482.43
2540,20.98,60.07,1016.26,67.18,446.26
2541,24.18,58.49,1011.3,77.82,445.49
2542,12.86,44.77,1018.75,74.73,468.43
2543,29.45,64.96,1005.52,59.92,433.04
2544,21.59,48.06,1012.72,77.13,446.83
2545,25.32,54.5,1015.5,68.17,451.52
2546,18.34,65.94,1013.27,85.42,451.29
2547,11.61,40.81,1025.68,72.08,473.08
2548,7.9,40,1018.74,79.55,474.5
2549,28.14,51.43,1012.16,52.67,445.33
2550,27.21,64.05,1010.08,76.69,442.37
2551,8.3,36.3,1015.97,60.62,480.58
2552,9.88,39.66,1017.81,76.05,480.05
2553,10.91,42.34,1021.83,94.99,470.91
2554,12.09,40.6,1013.85,85.72,474.35
2555,21.74,70.32,1011.88,85.95,439.19
2556,28.69,73.18,1012.23,68.57,431.36
2557,19.75,57.32,1010.76,79.29,443.63
2558,13.74,41.16,1010.74,87.69,473.19
2559,16.5,44.2,1018.94,63.59,458.3
2560,19.02,47.45,1007.44,76.76,453.08
2561,20.86,57.32,1010.24,76.64,446.48
2562,28.65,68.27,1006.96,52.78,432.73
2563,20.15,39.72,1001.85,59.32,456.87
2564,15.94,41.76,1023.32,67.17,462.44
2565,27.36,58.33,1013.86,56.7,439.14
2566,14.08,40.1,1015.48,82.81,469.33
2567,16.69,46.18,1010.8,96.8,466.03
2568,22.99,60.77,1017.97,78.47,447.62
2569,34.14,74.34,1000.19,43.56,434.23
2570,19.45,41.1,1001.88,52.16,458.26
2571,16.29,53.82,1014.97,73.15,459.95
2572,25.6,66.48,1006.16,69.34,435.12
2573,26.51,67.25,1017.85,64.17,435.52
2574,14.87,35.71,1015.53,57.7,468.75
2575,21.48,47.43,1006.88,63.54,449.2
2576,18.9,56.03,1020.77,71.83,457.66
2577,29.23,68.14,1004.31,81.46,428.87
2578,26.49,67.69,1004.61,78.13,430.62
2579,13.09,43.67,1012.22,91.91,474.45
2580,17.9,58.33,1013.6,85.81,452.28
2581,17.85,53.16,1013.05,82.72,456.49
2582,10.1,41.17,1019.18,84.87,479.95
2583,27.55,68.08,1011.42,60.71,432.59
2584,26.7,62.26,1011,71.64,435.03
